CIAD;ICAO;NOME_AERO;LONG;LAT;UF;CIDADE;IBGE
NA;SN6L;Dr. Luciano de Arruda Coelho;-40,23360594;-3,613;CE;Sobral;2312908
NA;SNSM;Aeroporto de Salinópolis;-47,32805212;-0,693974442;PA;Salinópolis;1506203
AC0001;SBRB;Plácido de Castro;-67,89805556;-9,868333333;AC;Rio Branco;1200401
AC0002;SBCZ;CRUZEIRO DO SUL;-72,76944444;-7,599444444;AC;Cruzeiro do Sul;1200203
AC0003;SNOU;Novo Aeródromo de Feijó;-70,34083333;-8,141388889;AC;Feijó;1200302
AC0004;SBTK;TARAUACA;-70,78277778;-8,154722222;AC;Tarauacá;1200609
AC0006;SDNQ;Fazenda Água Limpa;-67,49111111;-9,980555556;AC;Rio Branco;1200401
AC0007;SIMB;Manuel Urbano;-69,26638889;-8,849166667;AC;Manoel Urbano;1200344
AC0008;SIRW;Porto Walter;-72,74527778;-8,271666667;AC;Porto Walter;1200393
AC0009;SJOD;Jordão;-71,94694444;-9,190277778;AC;Jordão;1200328
AC0010;SSMH;Marechal Thaumaturgo;-72,77972222;-8,959444444;AC;Marechal Thaumaturgo;1200351
AC0011;SSRA;Santa Rosa do Purus;-70,48277778;-9,446388889;AC;Santa Rosa do Purus;1200435
AC0012;SWNC;Fazenda Nictheroy;-67,6981;-10,2675;AC;Rio Branco;1200401
AC0013;SWHJ;Fazenda Santa Lúcia;-69,19888889;-10,74638889;AC;Brasiléia;1200104
AL0001;SBMO;Zumbi dos Palmares;-35,78361111;-9,517222222;AL;Maceió;2704302
AL0003;SNAL;Arapiraca;-36,63055556;-9,776388889;AL;Arapiraca;2700300
AL0004;SIQX;Fazenda São Braz;-35,54;-9,373055556;AL;Barra de Santo Antônio;2700508
AL0005;SJPO;Xingó;-37,7775;-9,588055556;AL;Piranhas;2707107
AL0006;SNCY;Campo da Praia;-36,28527778;-10,22277778;AL;Coruripe;2702306
AL0007;SNDX;Cachoeira;-36,32638889;-10,04;AL;Coruripe;2702306
AL0008;SNGS;Aeroclube de Alagoas;-35,75777778;-9,5875;AL;Maceió;2704302
AL0009;SNML;Manduca Leão;-35,82472222;-9,544166667;AL;Rio Largo;2707701
AL0010;SNOV;Povoado de Camaçari;-36,29166667;-10,12222222;AL;Coruripe;2702306
AL0011;SNUP;Usina Porto Rico;-36,2225;-9,802777778;AL;Campo Alegre;2701407
AL0012;SNUZ;Usina Coruripe;-36,18777778;-10,09333333;AL;Coruripe;2702306
AL0013;SNZZ;Muzzi;-36,1989;-9,9678;AL;Coruripe;2702306
AL0014;SDVC;Valda Costa;-35,16416667;-8,917777778;AL;Maragogi;2704500
AL0015;SIDD;Fazenda São Braz;-35,50833333;-9,379444444;AL;Barra de Santo Antônio;2700508
AL0016;SJEZ;República dos Palmares;-35,74055556;-9,659722222;AL;Maceió;2704302
AL0017;SJSG;Usina Serra Grande;-36,07027778;-8,978055556;AL;São José da Laje;2708303
AL0018;SNLX;Condomínio Laguna;-35,80083333;-9,703055556;AL;Marechal Deodoro;2704708
AL0019;SWQR;Reserva do Toque;-35,37111111;-9,255;AL;São Miguel dos Milagres;2708709
AL0020;SSEO;MS Maragogi;-35,225;-9,023055556;AL;Maragogi;2704500
AL0021;SIYP;Empresarial Delman;-35,71861111;-9,673888889;AL;Maceió;2704302
AL0022;SJPV;Reserva Pituba;-36,09;-10,08638889;AL;Coruripe;2702306
AM0001;SBEG;Eduardo Gomes;-60,05055556;-3,041111111;AM;Manaus;1302603
AM0002;SWFN;FLORES;-60,02111111;-3,072777778;AM;Manaus;1302603
AM0003;SBUA;São Gabriel da Cachoeira;-66,98583333;-0,148055556;AM;São Gabriel da Cachoeira;1303809
AM0004;SBTF;Tefé;-64,72527778;-3,380277778;AM;Tefé;1304203
AM0005;SBTT;Tabatinga;-69,93777778;-4,250555556;AM;Tabatinga;1304062
AM0006;SWPI;PARINTINS;-56,77111111;-2,669444444;AM;Parintins;1303403
AM0007;SWCA;Carauari;-66,8975;-4,871388889;AM;Carauari;1301001
AM0009;SWEI;Eirunepé;-69,88305556;-6,6375;AM;Eirunepé;1301407
AM0010;SWKO;COARI;-63,13111111;-4,133888889;AM;Coari;1301209
AM0011;SWNK;Novo Campo;-67,31222222;-8,833611111;AM;Boca do Acre;1300706
AM0012;SBIC;Itacoatiara;-58,48166667;-3,126388889;AM;Itacoatiara;1301902
AM0013;SWII;IPIRANGA;-69,69472222;-2,933611111;AM;Santo Antônio do Içá;1303700
AM0014;SWOB;FONTE BOA;-66,06722222;-2,533611111;AM;Fonte Boa;1301605
AM0015;SBMY;Manicoré;-61,28388889;-5,816944444;AM;Manicoré;1302702
AM0016;SDCG;Senadora Eunice Micheles;-68,9242;-3,4706;AM;São Paulo de Olivença;1303908
AM0017;SWBC;BARCELOS;-62,91944444;-0,981111111;AM;Barcelos;1300409
AM0018;SWBR;BORBA;-59,59777778;-4,408611111;AM;Borba;1300805
AM0019;SWHT;HUMAITÁ;-63,05055556;-7,533611111;AM;Humaitá;1301704
AM0020;SWMW;MAUÉS;-57,71222222;-3,356944444;AM;Maués;1302900
AM0022;SWTP;Santa Izabel do Rio Negro;-65,03388889;-0,416944444;AM;Santa Isabel do Rio Negro;1303601
AM0023;SWYN;APUÍ;-59,83888889;-7,172222222;AM;Apuí;1300144
AM0024;SWLB;LÁBREA;-64,78388889;-7,250277778;AM;Lábrea;1302405
AM0025;SBUY;Urucu;-65,35583333;-4,883055556;AM;Coari;1301209
AM0026;SDDE;Fazenda Dois Irmãos;-61,7675;-8,000833333;AM;Manicoré;1302702
AM0027;SDFF;Fazenda Fusão;-67,30638889;-9,57;AM;Lábrea;1302405
AM0028;SDGT;Agrotec;-60,54138889;-3,205555556;AM;Manacapuru;1302504
AM0029;SDKH;Canutama;-64,38388889;-6,529166667;AM;Canutama;1300904
AM0030;SDLR;Luiz Ribeiro Maia;-63,18583333;-5,636111111;AM;Tapauá;1304104
AM0031;SIEW;Areia Branca;-61,05027778;-7,987777778;AM;Novo Aripuanã;1303304
AM0032;SIYW;Fazenda Estrela;-65,73111111;-9,5375;AM;Lábrea;1302405
AM0033;SJCW;Jatapu;-58,51083333;-1,712222222;AM;Urucará;1304302
AM0034;SJJF;Pousada do Rio Roosevelt;-60,95555556;-8,495;AM;Novo Aripuanã;1303304
AM0035;SJVP;Vila Pitinga;-60,08388889;-0,799166667;AM;Presidente Figueiredo;1303536
AM0036;SNDG;Aldeia;-59,79194444;-6,473611111;AM;Borba;1300805
AM0037;SNFR;Presidente Roosevelt;-60,9725;-7,847222222;AM;Novo Aripuanã;1303304
AM0038;SNLB;Fazenda Magdalena;-65,70861111;-9,203055556;AM;Lábrea;1302405
AM0039;SNRH;João Fonseca;-70,01972222;-7,443333333;AM;Envira;1301506
AM0040;SSKF;Fazenda Santa Fé;-60,85027778;-3,056944444;AM;Iranduba;1301852
AM0041;SSTM;Fazenda Santo Antônio;-61,68388889;-7,793055556;AM;Manicoré;1302702
AM0042;SWAK;Assunção do Içana;-67,60055556;1,066388889;AM;São Gabriel da Cachoeira;1303809
AM0043;SWAO;Anamoim;-67,38388889;1,799722222;AM;São Gabriel da Cachoeira;1303809
AM0044;SWAZ;Santo Atanázio;-69,30055556;0,399722222;AM;São Gabriel da Cachoeira;1303809
AM0045;SWGF;Fazenda Fortaleza;-61,25;-7,907777778;AM;Novo Aripuanã;1303304
AM0046;SWJP;Vila Bittencourt;-69,42361111;-1,403888889;AM;Japurá;1302108
AM0047;SWJV;Palmeiras do Javari;-72,80055556;-5,117777778;AM;Atalaia do Norte;1300201
AM0048;SWKU;Cucuí;-66,84166667;1,120555556;AM;São Gabriel da Cachoeira;1303809
AM0049;SWMK;Maturacá;-66,13111111;0,616388889;AM;Santa Isabel do Rio Negro;1303601
AM0050;SWNA;Novo Aripuanã;-60,3644;-5,1175;AM;Novo Aripuanã;1303304
AM0051;SWPC;Pari-Cachoeira;-69,79555556;0,263055556;AM;São Gabriel da Cachoeira;1303809
AM0052;SWQE;Querari;-69,83388889;1,083888889;AM;São Gabriel da Cachoeira;1303809
AM0053;SWSQ;São Joaquim;-69,38388889;1,733055556;AM;São Gabriel da Cachoeira;1303809
AM0054;SWTR;Taraquá;-68,54555556;0,124722222;AM;São Gabriel da Cachoeira;1303809
AM0055;SWUK;Uapui-Cachoeira;-69,20055556;1,216388889;AM;São Gabriel da Cachoeira;1303809
AM0056;SDEH;Hospital Zona Norte;-60,03;-2,998055556;AM;Manaus;1302603
AM0057;SIAM;Francisca Mendes;-59,96416667;-3,0325;AM;Manaus;1302603
AM0058;SIFI;Amazonas Business Hotel;-60,02027778;-3,084166667;AM;Manaus;1302603
AM0059;SJGA;Hospital Universitário Getúlio Vargas;-60,0192;-3,1161;AM;Manaus;1302603
AM0060;SJQY;Terminal do Solimões;-63,16361111;-3,944166667;AM;Coari;1301209
AM0061;SJRA;P.E. Anori;-61,66277778;-3,710555556;AM;Anori;1300102
AM0062;SNHZ;Palácio do Governo do Estado do Amazonas;-60,06;-3,0925;AM;Manaus;1302603
AM0063;SNDJ;Pousada Sucunduri;-59,55055556;-5,593333333;AM;Borba;1300805
AM0088;SWIA;Antônio Costa da Silva;-66,0575;-3,482222222;AM;Juruá;1302207
AM0089;SWLQ;Fazenda Mata Velha;-61,56333333;-7,908055556;AM;Manicoré;1302702
AM0090;SNLM;Pousada Pirá-Açu;-60,37777778;-7,770555556;AM;Apuí;1300144
AM0091;SSSM;Matheus Lopes Maia da Silva;-68,2575;-6,415555556;AM;Itamarati;1301951
AM0092;SJQV;Pousada Amazon Roosevelt;-60,68888889;-7,569722222;AM;Novo Aripuanã;1303304
AM9001;SBMN;Ponta Pelada;-59,985;-3,145833333;AM;Manaus;1302603
AM9002;SWRN;HELPN ESTAÇÃO NAVAL DO RIO NEGRO;-59,95;-3,142777778;AM;Manaus;1302603
AM9003;SWOW;MOURA;-61,63416667;-1,463055556;AM;Barcelos;1300409
AM9004;SWEE;Estirão do Equador;-71,56055556;-4,523333333;AM;Atalaia do Norte;1300201
AM9005;SBYA;Iauaretê;-69,18;0,610277778;AM;São Gabriel da Cachoeira;1303809
AP0001;SBMQ;Alberto Alcolumbre;-51,07027778;0,050833333;AP;Macapá;1600303
AP0002;SBOI;OIAPOQUE;-51,79611111;3,861388889;AP;Oiapoque;1600501
AP0003;SILJ;Do Gaúcho;-52,5025;-0,833333333;AP;Laranjal do Jari;1600279
AP0004;SINQ;Laranjal;-52,48805556;-0,789166667;AP;Laranjal do Jari;1600279
AP0005;SISM;Sérgio Miranda;-51,14944444;0,040277778;AP;Macapá;1600303
AP0006;SJKI;Hangar Comandante Salomão Alcolumbre;-51,01277778;0,208888889;AP;Macapá;1600303
AP0007;SJNR;Fazenda Rosário;-49,905;1,085;AP;Macapá;1600303
AP0008;SNKV;Fazenda Campo Verde;-50,51694444;1,042777778;AP;Tartarugalzinho;1600709
AP0009;SNXE;Aero Z Ferrus;-51,12083333;0,993333333;AP;Ferreira Gomes;1600238
AP0010;SSDY;Alegria Alcolumbre;-50,65194444;0,840833333;AP;Macapá;1600303
AP0011;SSTQ;Silvestre;-51,90722222;0,849722222;AP;Pedra Branca do Amapari;1600154
AP0012;SJUF;Silvestre;-51,89;0,856111111;AP;Pedra Branca do Amapari;1600154
AP0013;SNMS;Acácio Favacho;-50,77083333;1,560555556;AP;Pracuúba;1600550
BA0001;SBSV;Deputado Luís Eduardo Magalhães;-38,3225;-12,90861111;BA;Salvador;2927408
BA0002;SBPS;Porto Seguro;-39,08388889;-16,43805556;BA;Porto Seguro;2925303
BA0004;SBIL;Jorge Amado;-39,03333333;-14,815;BA;Ilhéus;2913606
BA0005;SBVC;Glauber de Andrade Rocha;-40,91472222;-14,90777778;BA;Vitória da Conquista;2933307
BA0006;SBLE;HORÁCIO DE MATTOS;-41,27694444;-12,48222222;BA;Lençóis;2919306
BA0007;SBUF;Paulo Afonso;-38,25111111;-9,401111111;BA;Paulo Afonso;2924009
BA0008;SNVB;Valença;-38,9925;-13,29638889;BA;Valença;2932903
BA0009;SNGI;Guanambi;-42,74611111;-14,20805556;BA;Guanambi;2911709
BA0010;SNIO;Cipó;-38,48694444;-11,12527778;BA;Cipó;2907905
BA0011;SNBR;Barreiras;-45,00944444;-12,07916667;BA;Barreiras;2903201
BA0012;SSCV;Caravelas;-39,25444444;-17,65055556;BA;Caravelas;2906907
BA0013;SDIY;João Durval Carneiro;-38,90055556;-12,20055556;BA;Feira de Santana;2910800
BA0014;SNYT;Ituaçu;-41,30222222;-13,82861111;BA;Ituaçu;2917201
BA0015;SSRK;Campo Alegre de Lourdes;-42,99583333;-9,513611111;BA;Campo Alegre de Lourdes;2905909
BA0016;SNTF;Teixeira de Freitas;-39,66833333;-17,52444444;BA;Teixeira de Freitas;2931350
BA0017;SNUT;Utinga;-41,07444444;-12,10555556;BA;Utinga;2932804
BA0018;SNXQ;XIQUE-XIQUE;-42,68333333;-10,83416667;BA;Xique-Xique;2933604
BA0019;SNIC;Irecê;-41,84694444;-11,34;BA;Irecê;2914604
BA0020;SNIE;Caetité;-42,49388889;-14,01222222;BA;Caetité;2905206
BA0021;SNPI;Piatã;-41,77194444;-13,16555556;BA;Piatã;2924306
BA0022;SNRM;Remanso;-42,11583333;-9,58;BA;Remanso;2926004
BA0023;SNED;Sócrates Rezende;-38,95527778;-15,66638889;BA;Canavieiras;2906303
BA0025;SDKJ;Formosa do Rio Preto;-45,18722222;-11,02111111;BA;Formosa do Rio Preto;2911105
BA0026;SNMC;Macaúbas;-42,67222222;-13,025;BA;Macaúbas;2919801
BA0027;SDKF;Juazeiro;-40,09166667;-9,155277778;BA;Curaçá;2909901
BA0028;SNBX;Barra;-43,1475;-11,08111111;BA;Barra;2902708
BA0029;SNGT;Gentio do Ouro;-42,51888889;-11,44166667;BA;Gentio do Ouro;2911303
BA0030;SNIU;Ipiaú;-39,68416667;-14,17333333;BA;Ipiaú;2913903
BA0031;SNMJ;Maracás;-40,46611111;-13,38611111;BA;Maracás;2920502
BA0032;SNQU;Mucugê;-41,44444444;-13,03166667;BA;Mucugê;2921906
BA0033;SSQZ;Luís Eduardo Magalhães;-45,895;-12,10638889;BA;Luís Eduardo Magalhães;2919553
BA0034;SSRF;AERÓDROMO PÚBLICO CASTRO ALVES;-39,45111111;-12,76583333;BA;Castro Alves;2907301
BA0035;SSLS;AD PUB de Ruy Barbosa;-40,53055556;-12,27138889;BA;Ruy Barbosa;2927200
BA0036;SNTR;Piritiba;-40,56972222;-11,73805556;BA;Piritiba;2924801
BA0037;SBLP;BOM JESUS DA LAPA;-43,4075;-13,26138889;BA;Bom Jesus da Lapa;2903904
BA0038;SDLE;Rio de Contas;-41,78916667;-13,5875;BA;Rio de Contas;2926707
BA0040;SDLK;Caculé;-42,26472222;-14,48111111;BA;Caculé;2905008
BA0042;SNBZ;Paramirim;-42,22916667;-13,49055556;BA;Paramirim;2923605
BA0043;SNDW;Divisa;-40,8725;-15,51944444;BA;Encruzilhada;2910404
BA0044;SNEU;Euclides da Cunha;-39,0325;-10,5275;BA;Euclides da Cunha;2910701
BA0045;SNIB;AERÓDROMO PÚBLICO ITABERABA;-40,27027778;-12,49972222;BA;Itaberaba;2914703
BA0046;SNIT;Ibotirama;-43,22555556;-12,16444444;BA;Ibotirama;2913200
BA0047;SNJK;JEQUIE;-40,07138889;-13,87777778;BA;Jequié;2918001
BA0048;SNRD;Prado;-39,27194444;-17,29694444;BA;Prado;2925501
BA0049;SNST;Souto Soares;-41,64055556;-12,09722222;BA;Souto Soares;2930808
BA0050;SNVD;Santa Maria da Vitória;-44,22305556;-13,40472222;BA;Santa Maria da Vitória;2928109
BA0051;SNTY;Correntina;-44,62194444;-13,38;BA;Correntina;2909307
BA0053;SNTQ;Buritirama;-43,65361111;-10,72166667;BA;Buritirama;2904753
BA0054;SDFX;Casa Nova;-40,9375;-9,1575;BA;Casa Nova;2907202
BA0056;SNSE;Sento Sé;-41,855;-9,7575;BA;Sento Sé;2930204
BA0057;SNIP;Itapetinga;-40,27722222;-15,24444444;BA;Itapetinga;2916401
BA0058;SNKC;Cocos;-44,54666667;-14,17277778;BA;Cocos;2908101
BA0059;SNOC;Morro do Chapéu;-41,17972222;-11,53444444;BA;Morro do Chapéu;2921708
BA0061;SSQP;Monte Santo;-39,28611111;-10,46527778;BA;Monte Santo;2921500
BA0062;SNJB;Jacobina;-40,55333333;-11,16305556;BA;Jacobina;2917508
BA0063;SNZW;Ituberá;-39,14055556;-13,73166667;BA;Ituberá;2917300
BA0064;SNKS;Santa Rita de Cássia;-44,51527778;-10,98916667;BA;Santa Rita de Cássia;2928406
BA0065;SNMR;Maraú;-38,98388889;-14,11722222;BA;Maraú;2920700
BA0066;SNKU;Canudos;-39,03277778;-9,903055556;BA;Canudos;2906824
BA0067;SBTC;Hotel Transamérica;-38,99722222;-15,35333333;BA;Una;2932507
BA0068;SBTV;Terravista;-39,10805556;-16,54138889;BA;Porto Seguro;2925303
BA0069;SDCM;Sete Povos;-46,1625;-12,86333333;BA;São Desidério;2928901
BA0070;SDDB;Ninho do Bacurau;-43,49666667;-13,24888889;BA;Bom Jesus da Lapa;2903904
BA0071;SDDQ;Fazenda São Francisco;-45,50888889;-11,69416667;BA;Riachão das Neves;2926202
BA0072;SDFZ;Fazenda Santana;-45,73388889;-11,66361111;BA;Riachão das Neves;2926202
BA0073;SDGX;Morro de São Paulo;-38,91388889;-13,42944444;BA;Cairu;2905404
BA0074;SDLO;Fazenda Pontal;-38,93888889;-13,56444444;BA;Cairu;2905404
BA0075;SDQJ;Fazenda Santo Antônio da Serra do Boqueirão;-43,81916667;-11,66027778;BA;Wanderley;2933455
BA0076;SDQM;Fazenda Santo Antônio;-45,99138889;-11,70527778;BA;Barreiras;2903201
BA0077;SDQN;Fazenda Palmares 2;-46,0525;-11,65638889;BA;Barreiras;2903201
BA0078;SDRQ;Fazenda Brinquinho;-46,25194444;-12,82722222;BA;São Desidério;2928901
BA0079;SDTV;Fazenda São Miguel ;-46,24638889;-12,61083333;BA;São Desidério;2928901
BA0080;SDWG;Fazenda Santa Maria;-45,13277778;-13,05916667;BA;São Desidério;2928901
BA0081;SDXD;Fazenda Guará;-45,80472222;-14,63972222;BA;Jaborandi;2917359
BA0082;SDYE;Fazenda São Diego;-45,74416667;-10,62805556;BA;Formosa do Rio Preto;2911105
BA0083;SDZI;Fazenda Trijunção;-46,005;-14,79527778;BA;Jaborandi;2917359
BA0084;SIAJ;Fazenda Tauá;-39,16388889;-16,98333333;BA;Prado;2925501
BA0085;SIDZ;Fazenda Santa Fé;-44,03916667;-12,225;BA;Tabocas do Brejo Velho;2930907
BA0087;SIIC;Celeiro 1;-45,54111111;-14,36972222;BA;Jaborandi;2917359
BA0088;SIJK;Fazenda Capuame;-38,19666667;-12,69222222;BA;Camaçari;2905701
BA0089;SIKW;Fazenda Vista Linda ;-39,59388889;-18,14694444;BA;Mucuri;2922003
BA0090;SILB;Fazenda Belizário;-45,73361111;-11,52888889;BA;Riachão das Neves;2926202
BA0091;SIOA;Fazenda Primavera;-39,15277778;-15,5675;BA;Canavieiras;2906303
BA0092;SIOM;Fazenda Orquídeas;-46,23222222;-11,83777778;BA;Barreiras;2903201
BA0093;SIPH;Fazenda Ipanema;-46,13972222;-13,62583333;BA;Correntina;2909307
BA0094;SIPO;Sebastião José Pereira;-41,95666667;-14,92416667;BA;Condeúba;2908705
BA0095;SIPU;Guatambu Piauí;-44,38805556;-10,59833333;BA;Santa Rita de Cássia;2928406
BA0096;SIRI;Barra Grande;-38,94;-13,90611111;BA;Maraú;2920700
BA0097;SNUK;Centúria Montana;-46,06083333;-11,28833333;BA;Formosa do Rio Preto;2911105
BA0098;SIUS;Fazenda Santana;-45,85194444;-11,21388889;BA;Formosa do Rio Preto;2911105
BA0099;SIUW;Comandante Milton Tosto;-41,30444444;-12,00555556;BA;Bonito;2904050
BA0100;SIZC;Fazenda Cachoeira do Café;-45,61388889;-11,27361111;BA;Formosa do Rio Preto;2911105
BA0101;SJAL;Lagoa Grande;-41,01194444;-13,40388889;BA;Iramaia;2914307
BA0102;SJAZ;Fazenda Querubim;-45,02138889;-12,76888889;BA;São Desidério;2928901
BA0103;SJBU;Fazenda Alto Jaborandir;-45,98555556;-14,68111111;BA;Jaborandi;2917359
BA0104;SJCC;Fazenda Serrana;-46,23111111;-13,93083333;BA;Correntina;2909307
BA0105;SJCQ;Fazenda Serra Azul;-40,04972222;-11,93555556;BA;Baixa Grande;2902609
BA0106;SJEX;Fazenda Vitória;-46,10777778;-13,01055556;BA;São Desidério;2928901
BA0107;SJFA;Franor;-45,7225;-12,9167;BA;São Desidério;2928901
BA0108;SJFR;Trancoso Rio Frade;-39,23583333;-16,58555556;BA;Porto Seguro;2925303
BA0109;SJGC;Fazenda Busato I;-45,5;-12,90166667;BA;São Desidério;2928901
BA0110;SJGD;Fazenda Rio Brilhante;-45,72361111;-12,80333333;BA;São Desidério;2928901
BA0111;SJHF;Aníbal Azevedo Filho;-38,31472222;-12,55361111;BA;Mata de São João;2921005
BA0112;SWPT;Ventura I;-46,22972222;-13,1775;BA;São Desidério;2928901
BA0113;SJIR;Engenheiro Joaquim Martins;-40,88277778;-13,30777778;BA;Iramaia;2914307
BA0114;SJIZ;Fazenda Cafenápolis;-39,5175;-16,19555556;BA;Eunápolis;2910727
BA0115;SJJL;Fazenda Campo Aberto;-45,96472222;-11,78833333;BA;Barreiras;2903201
BA0116;SJMZ;Fazenda Mizote;-45,98472222;-12,9575;BA;São Desidério;2928901
BA0117;SJNO;Fazenda Bela Nova;-39,66444444;-15,03305556;BA;Itaju do Colônia;2915403
BA0118;SJNQ;Destilaria Medasa;-40,15777778;-17,485;BA;Caravelas;2906907
BA0119;SJOR;Fazenda Onça do Barão;-45,19944444;-14,2125;BA;Cocos;2908101
BA0120;SJQD;Grupo Shimohira;-46,4725;-11,44944444;BA;Formosa do Rio Preto;2911105
BA0121;SJQU;Fazenda Formosa;-45,38916667;-10,70277778;BA;Formosa do Rio Preto;2911105
BA0122;SJSJ;Fazenda São Jorge;-39,68666667;-16,34444444;BA;Guaratinga;2911808
BA0123;SJTO;Tabuleiro III;-45,69916667;-13,17527778;BA;São Desidério;2928901
BA0124;SJVW;Fazenda Agronol;-45,72527778;-11,94722222;BA;Luís Eduardo Magalhães;2919553
BA0125;SJWP;Warpol;-45,92361111;-12,61944444;BA;São Desidério;2928901
BA0126;SJWT;Fazenda Tucumã;-45,79916667;-13,6325;BA;Correntina;2909307
BA0127;SJXC;Usina Santa Cruz;-39,35805556;-16,18305556;BA;Santa Cruz Cabrália;2927705
BA0128;SJXS;Veracel;-39,36388889;-16,10444444;BA;Belmonte;2903409
BA0129;SJZT;Busato II;-43,73611111;-13,23861111;BA;Serra do Ramalho;2930154
BA0130;SNAV;Agrovale;-40,36944444;-9,504166667;BA;Juazeiro;2918407
BA0131;SNCL;Lorenzo;-38,91;-13,38944444;BA;Cairu;2905404
BA0132;SNDH;ABA;-45,0225;-12,16027778;BA;Barreiras;2903201
BA0133;SNDQ;Fazenda Soya;-45,56944444;-12,92111111;BA;São Desidério;2928901
BA0134;SNEC;Outeiro das Brisas;-39,1425;-16,7125;BA;Porto Seguro;2925303
BA0135;SNEK;Fazenda Acalanto;-45,97611111;-12,965;BA;São Desidério;2928901
BA0136;SNFS;Fazenda Barcelona V;-46,02861111;-11,59972222;BA;Formosa do Rio Preto;2911105
BA0137;SNGW;Fazenda Santo Angelo;-40,65083333;-14,82666667;BA;Barra do Choça;2902906
BA0138;SNJF;Rural Verde;-43,51861111;-12,6475;BA;Sítio do Mato;2930758
BA0139;SNJL;J Lem;-45,77111111;-12,125;BA;Luís Eduardo Magalhães;2919553
BA0140;SNME;Costa dos Coqueiros;-38,02361111;-12,48972222;BA;Mata de São João;2921005
BA0141;SNMI;Mina Caraíba;-39,88666667;-9,83;BA;Jaguarari;2917706
BA0142;SNMU;Mucuri;-39,86333333;-18,04944444;BA;Mucuri;2922003
BA0143;SNTG;Gercino Coelho;-45,23777778;-11,27527778;BA;Formosa do Rio Preto;2911105
BA0144;SNTV;Fazenda Timbaúba;-46,14416667;-12,51583333;BA;Luís Eduardo Magalhães;2919553
BA0145;SNVK;Fazenda Ventura II;-46,24083333;-13,17388889;BA;São Desidério;2928901
BA0146;SNVM;Fazenda Ventura III;-46,19694444;-13,16;BA;São Desidério;2928901
BA0147;SNVR;Aeroclube da Bahia;-38,68111111;-13,02138889;BA;Vera Cruz;2933208
BA0148;SNWB;Bom Sossego;-39,08111111;-16,38111111;BA;Porto Seguro;2925303
BA0149;SSAO;Fazenda Olhos D'Água;-40,27305556;-12,00472222;BA;Baixa Grande;2902609
BA0150;SSBA;Fazenda Arizona;-45,9472;-11,1836;BA;Formosa do Rio Preto;2911105
BA0151;SSBI;Condomínio Irmãos Gatto;-46,30305556;-11,85305556;BA;Barreiras;2903201
BA0152;SSDF;Ecides Fires;-38,50027778;-12,51722222;BA;São Sebastião do Passé;2929503
BA0153;SSDH;Fazenda Chapadão Alegre;-45,30111111;-13,43222222;BA;Correntina;2909307
BA0154;SSDM;Fazenda Serinhaém;-38,98388889;-13,83361111;BA;Ituberá;2917300
BA0155;SSDO;São Pedro;-39,31638889;-16,75388889;BA;Porto Seguro;2925303
BA0156;SSDZ;Fazenda Requinte;-46,14277778;-12,80527778;BA;São Desidério;2928901
BA0157;SSFW;Fazenda Progresso;-41,50722222;-13,15722222;BA;Mucugê;2921906
BA0158;SSHB;Boris;-45,8286;-12,0683;BA;Luís Eduardo Magalhães;2919553
BA0159;SSHF;Fazenda Gerais;-45,83333333;-10,67861111;BA;Formosa do Rio Preto;2911105
BA0160;SSML;Comandante Jorge Mello;-43,63555556;-13,19666667;BA;Bom Jesus da Lapa;2903904
BA0161;SSNT;Fazenda Jacarezinho Nova Terra;-44,13333333;-11,75666667;BA;Wanderley;2933455
BA0162;SSRO;Fazenda Arrojadinho;-45,5475;-13,92333333;BA;Jaborandi;2917359
BA0163;SSSR;Fazenda Serrana;-46,00194444;-12,99916667;BA;São Desidério;2928901
BA0164;SSTD;Stracci;-46,26527778;-12,68083333;BA;São Desidério;2928901
BA0165;SSTK;Fazenda Albatroz II;-45,81694444;-12,16861111;BA;Luís Eduardo Magalhães;2919553
BA0166;SSVB;Fazenda Ventura IV;-46,16611111;-13,135;BA;São Desidério;2928901
BA0167;SSVM;Fazenda Savannah;-45,83111111;-14,69861111;BA;Cocos;2908101
BA0168;SSXH;Sócrates Mariani Bittencourt;-41,82083333;-14,25833333;BA;Brumado;2904605
BA0170;SSXS;Sidel;-39,06861111;-11,155;BA;Araci;2902104
BA0171;SSYI;Fazenda Sesmarias;-40,83416667;-13,05611111;BA;Itaeté;2915007
BA0172;SWBZ;Projeto Brasil I;-44,66833333;-11,40805556;BA;Santa Rita de Cássia;2928406
BA0173;SWCE;Fazenda Centúria Austrália;-46,16138889;-11,35222222;BA;Formosa do Rio Preto;2911105
BA0174;SWDC;Fazenda do Coronel;-38,75166667;-12,27111111;BA;Coração de Maria;2908903
BA0175;SWFH;Fly Club;-39,015;-16,35833333;BA;Porto Seguro;2925303
BA0176;SWFO;Fazenda Santa Maria;-46,26805556;-10,96611111;BA;Formosa do Rio Preto;2911105
BA0177;SWGJ;Fazenda Campo Grande;-44,59055556;-12,71222222;BA;Baianópolis;2902500
BA0178;SWHF;Fazenda Chaparral ;-45,37166667;-13,47333333;BA;Correntina;2909307
BA0179;SWIE;Fazenda Planalto das Emas;-46,14111111;-14,09833333;BA;Jaborandi;2917359
BA0180;SWIJ;Fazenda Água Doce;-45,5933;-14,0508;BA;Jaborandi;2917359
BA0181;SWLL;Fazenda Liberdade;-45,415;-13,62666667;BA;Correntina;2909307
